,fighter_id,name,natinality_name,wins,losses,total_matches,win_pct,avg_gained_point,avg_skipped_point,takedown_score,takedown_success_count,total_takedown_count,takedown_success_rate,takedown_per_fight_total,average_takedown_points_per_fight,single_leg_takedown_count,single_leg_takedown_success_rate,double_leg_takedown_success_rate,double_leg_takedown_count,defense_score,action_skipped_points_per_fight,total_successful_defenses_per_fight,action_escape_rate,takedown_parter_escape_rate,pin_to_parter_escape_rate,roll_escape_rate,protection_zone_escape_rate,parterre_escape_rate,total_action_counts_per_fight,offense_score,protection_zone_counts_per_fight,action_points_per_fight,action_counts_per_fight,action_success_rate,protection_zone_success_rate,protection_zone_points_per_fight,roll_success_rate,roll_count_per_fight,roll_points_per_fight,parterre_success_rate,parterre_points_per_fight,successful_parterre_attempts_per_match,total_parterre_per_match,durability_score,defense_score_durability,offense_score_durability,takedown_score_durability,passivity_per_fight,overall_score,Completed
226,21814,Gabriel Alejandro ROSILLO KINDELAN,cub,29,3,32,0.91,6.96875,1.71875,0.67,26.0,29.0,0.9,3.35,3.15,,,,,0.48,,0.0,0.33,0.42,,0.33,0.0,0.4,0.0,0.84,0.19,7.77,3.35,0.76,1.0,0.19,0.71,0.77,2.23,0.73,2.46,0.85,1.15,0.01,,,,0.17,0.5,1
227,24024,Islomjon BAKHRAMOV,uzb,43,15,58,0.74,5.862068965517242,3.327586206896552,0.08,14.0,25.0,0.56,3.36,0.91,,,,,0.6,,0.0,0.34,0.68,0.0,0.25,0.0,0.16,0.0,0.84,0.2,6.29,3.36,0.82,1.0,0.29,0.88,1.31,2.62,0.89,3.02,1.47,1.64,0.23,0.0,,,0.5,0.4375,1
228,21606,Elvin MURSALIYEV,aze,8,6,14,0.57,4.0,3.142857142857143,,1.0,3.0,0.33,5.0,2.0,,,,,,,,0.67,1.0,,,,,,0.84,3.0,6.0,5.0,0.71,1.0,3.0,,0.0,0.0,,0.0,0.0,0.0,0.56,0.0,,0.0,,,0
229,20743,Suleyman ATLI,tur,43,15,58,0.74,7.051724137931035,4.068965517241379,0.75,56.0,117.0,0.48,3.95,3.2,27.0,0.37,0.8,12.0,0.75,,0.82,0.45,0.73,0.0,0.0,0.0,0.11,0.81,0.84,0.27,7.86,3.95,0.72,0.8,0.27,0.91,0.98,1.95,0.93,2.36,1.18,1.27,0.56,0.55,0.76,0.38,0.06,0.725,0
230,22067,Kyotaro SOGABE,jpn,9,7,16,0.56,5.75,5.0,0.39,1.0,2.0,0.5,4.5,2.0,,,,,0.6,,0.9,0.38,0.75,,0.0,,0.0,0.94,0.84,1.0,7.5,4.5,0.69,1.0,1.0,0.4,1.0,2.0,0.5,3.0,1.5,3.0,0.7,0.29,0.22,0.0,0.5,0.6325,0
231,22528,Ramazan Eldarovitch RAMAZANOV,bul,11,5,16,0.69,8.75,6.25,0.0,2.0,13.0,0.67,3.5,4.0,,,,,0.08,,0.0,0.33,0.56,,,0.0,,0.0,0.84,0.67,8.25,4.33,0.85,1.0,0.67,1.0,0.47,0.83,1.0,2.0,1.0,1.0,0.04,,,,0.5,0.24,0
232,21555,Taha AKGUL,tur,49,5,54,0.91,6.148148148148148,1.074074074074074,0.55,65.0,118.0,0.55,3.96,2.55,54.0,0.58,,,0.43,,0.0,0.57,0.81,,,0.0,0.0,0.62,0.84,0.65,6.53,3.96,0.77,1.0,0.67,1.0,0.69,1.39,1.0,1.43,0.71,0.71,0.24,,0.34,0.44,0.25,0.515,1
233,23420,Taras MARKOVYCH,ukr,16,14,30,0.53,6.166666666666666,5.466666666666667,0.9,2.0,3.0,0.67,2.67,2.0,1.0,0.5,,,0.0,,0.0,0.64,0.86,,,,,0.0,0.84,0.0,5.67,2.67,0.89,,0.0,1.0,1.33,2.67,1.0,2.67,1.33,1.33,0.52,0.85,,,0.0,0.565,0
234,21650,Miloslav Yuriev METODIEV,bul,7,5,12,0.58,2.083333333333333,3.0,,,,,2.5,0.0,,,,,,,,0.33,,,,0.0,0.67,,0.84,0.5,3.0,2.5,1.0,1.0,0.5,1.0,0.25,0.5,1.0,0.5,0.25,0.25,0.06,,,,,,0
235,28089,Krystsina SAZYKINA,blr,15,13,28,0.54,4.571428571428571,4.357142857142857,,2.0,5.0,0.4,5.0,4.0,1.0,0.5,,,,,,0.86,0.86,,,,,,0.84,1.0,8.0,5.0,0.63,1.0,1.0,,0.0,0.0,,0.0,0.0,0.0,0.7,0.89,,0.62,,,0
236,23614,Almat KEBISPAYEV,kaz,27,8,35,0.77,6.085714285714285,3.314285714285715,0.9,2.0,2.0,1.0,3.75,1.0,,,,,0.0,,0.62,0.28,0.5,0.0,0.0,,0.0,0.81,0.83,0.5,6.0,3.75,0.79,1.0,0.5,0.43,0.8,1.5,0.56,2.5,1.25,2.25,0.62,0.43,0.83,,1.0,0.5875,0
237,22766,Tetiana SOVA RIZHKO,ukr,30,8,38,0.79,6.894736842105263,2.552631578947369,,1.0,1.0,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,0.83,0.0,4.0,2.0,1.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0
238,30138,Ali M M ABURUMAILA,ple,3,16,19,0.16,1.052631578947368,5.263157894736842,,1.0,1.0,1.0,2.0,2.0,,,,,,,,0.13,0.33,,,0.0,,,0.83,0.0,4.0,2.0,1.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.56,0.06,,,,,0
239,25577,Jennifer PAGE ROGERS,usa,7,4,11,0.64,6.181818181818182,4.181818181818182,0.9,1.0,1.0,1.0,2.0,2.0,1.0,1.0,,,1.0,,0.0,1.0,1.0,,,,,0.0,0.83,0.0,4.0,2.0,1.0,,0.0,,0.0,0.0,1.0,2.0,1.0,1.0,0.0,,,,0.0,0.6825,0
240,23223,Nao KUSAKA,jpn,12,7,19,0.63,5.157894736842104,3.210526315789473,0.61,16.0,25.0,0.64,3.18,2.29,,,,,0.56,,0.73,0.29,0.63,,0.25,0.0,0.2,0.63,0.83,0.41,5.59,3.18,0.84,1.0,0.47,1.0,0.35,0.94,1.0,0.65,0.35,0.35,0.53,0.3,0.65,0.66,0.59,0.6325000000000001,1
241,27128,Talastan KANZHARBEK UULU,kgz,4,4,8,0.5,4.75,5.625,,1.0,1.0,1.0,2.0,2.0,,,,,,,,0.0,,,,0.0,,,0.83,0.0,4.0,2.0,1.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.43,0.0,,,,,0
242,30221,Anil Berkan KILICSALLAYAN,tur,5,3,8,0.63,2.75,2.5,,,,,2.0,0.0,,,,,,,,0.0,,,,,,,0.83,0.0,4.0,2.0,1.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.23,,,,,,0
243,23691,Ilana KRATYSH,isr,1,8,9,0.11,1.444444444444444,5.555555555555556,,1.0,1.0,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,0.83,0.0,4.0,2.0,1.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0
244,20745,Nebi UZUN,tur,1,3,4,0.25,2.0,3.25,,1.0,1.0,1.0,2.0,2.0,1.0,1.0,,,,,,0.0,,,,,,,0.83,0.0,4.0,2.0,1.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0
245,29191,Anthony Javier PALENCIA PUENTES,ven,6,8,14,0.43,4.785714285714286,4.642857142857143,,,,,2.0,0.0,,,,,,,,0.0,,,,,0.0,,0.83,0.0,4.0,2.0,1.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0
246,23658,Adem Burak UZUN,tur,19,9,28,0.68,6.392857142857143,3.321428571428572,,,,,2.0,0.0,,,,,,,,0.0,0.0,,,,0.0,,0.83,0.0,4.0,2.0,1.0,,0.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.32,0.0,,,,,0
247,35984,Akhmed ZUBAIROV,rus,0,1,1,0.0,4.0,8.0,,,,,2.0,0.0,,,,,,,,0.0,,,,,,,0.83,0.0,4.0,2.0,1.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.58,0.0,,,,,0
248,23419,Shota PHARTENADZE,geo,9,9,18,0.5,3.722222222222222,4.5,0.9,1.0,1.0,1.0,2.0,2.0,,,,,0.0,,0.0,0.0,0.0,,,,,0.0,0.83,0.0,4.0,2.0,1.0,,0.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,,,,0.0,0.4325,0
249,29280,Sergei STEPANOV,rus,18,4,22,0.82,6.136363636363637,1.954545454545454,,1.0,1.0,1.0,2.0,2.0,,,,,,,,0.2,0.0,,,0.0,,,0.83,0.0,4.0,2.0,1.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.53,0.0,,,,,0
250,22624,Erbatu TUO,chn,19,12,31,0.61,5.32258064516129,3.709677419354839,,2.0,3.0,0.67,2.8,1.6,,,,,0.4,,0.0,0.28,0.17,0.0,0.0,0.0,0.33,0.0,0.83,0.2,5.4,2.8,0.88,1.0,0.2,0.83,1.0,2.0,0.83,2.0,1.0,1.2,0.47,0.0,,0.71,0.5,,0
251,28211,Bilan NALGIEV,uzb,8,6,14,0.57,3.571428571428572,2.142857142857143,,,,,2.0,0.0,,,,,,,,0.5,,,,,,,0.83,0.0,4.0,2.0,1.0,,0.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,,,,,,0
252,29281,Mihai PETIC,mda,4,7,11,0.36,3.363636363636364,5.363636363636364,,,,,2.0,0.0,,,,,,,,0.2,0.0,,,0.0,,,0.83,0.0,4.0,2.0,1.0,,0.0,,0.0,0.0,1.0,2.0,1.0,1.0,0.53,0.0,,,,,0
253,24974,Kamronbek KADAMOV,uzb,8,2,10,0.8,7.8,2.6,,2.0,2.0,1.0,2.0,4.0,,,,,,,,0.0,0.0,,,,,,0.83,0.0,4.0,2.0,1.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.2,0.0,,,,,0
254,30047,Yury KANKOU,blr,2,10,12,0.17,2.0,5.583333333333333,,,1.0,0.0,4.0,0.0,,,,,,,,0.57,1.0,,,0.0,,,0.82,2.0,5.0,4.0,0.8,1.0,2.0,,0.0,0.0,,0.0,0.0,0.0,0.08,,,,,,0
255,21535,Ahmed Ruslanovic DUDAROV,ger,5,10,15,0.33,4.333333333333333,4.733333333333333,,1.0,2.0,0.5,4.0,2.0,1.0,0.5,,,,,,0.63,0.83,,,0.0,,,0.82,0.0,5.0,4.0,0.8,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.17,,,,,,0
256,26282,Cengiz ARSLAN,tur,28,10,38,0.74,5.184210526315789,2.684210526315789,,2.0,3.0,0.67,3.0,3.0,,,,,,,,0.5,,,,,,,0.82,0.0,5.5,3.0,0.86,,0.0,1.0,0.25,1.0,1.0,1.0,0.5,0.5,0.08,,,,,,0
257,26403,Khuresh Ool DONDUK OOL,rus,9,3,12,0.75,6.5,2.333333333333333,,3.0,5.0,0.6,3.5,4.0,1.0,0.33,,,,,,0.33,0.57,,,0.0,,,0.82,0.5,6.5,3.5,0.78,1.0,0.5,,0.0,0.0,,0.0,0.0,0.0,0.71,0.45,,0.84,,,0
258,24015,Javrail SHAPIEV,uzb,16,10,26,0.62,5.230769230769231,4.230769230769231,0.65,18.0,35.0,0.51,3.73,2.4,9.0,0.38,1.0,2.0,0.02,,0.7,0.26,0.45,0.0,0.0,0.0,0.5,0.81,0.82,0.53,6.53,3.73,0.76,1.0,0.53,0.89,0.53,1.07,0.91,1.33,0.67,0.73,0.54,0.07,0.81,0.73,0.13,0.5075,1
259,22519,Sebastian C RIVERA,pur,20,13,33,0.61,7.0,5.909090909090909,0.6,45.0,94.0,0.48,4.0,3.03,16.0,0.42,0.67,12.0,0.55,,0.61,0.35,0.55,,0.1,0.08,0.04,0.66,0.82,0.36,7.48,4.0,0.7,0.92,0.36,0.94,0.94,1.94,0.95,2.18,1.06,1.12,0.4,0.26,0.27,0.32,0.07,0.5925,1
260,23563,Lucas Alexandros LAZOGIANIS,ger,13,9,22,0.59,4.409090909090909,3.5,0.46,1.0,2.0,0.5,4.0,2.0,,,,,0.4,,0.62,0.25,0.0,,0.5,,0.5,0.96,0.82,1.0,5.0,4.0,0.8,1.0,1.0,,0.0,0.0,,0.0,0.0,0.0,0.61,0.0,0.96,0.62,0.5,0.5725,0
261,21697,Mariia KUZNETSOVA,rus,28,12,40,0.7,7.375,3.5,,2.0,4.0,0.5,3.33,1.33,1.0,1.0,1.0,1.0,,,,0.18,0.5,0.0,,,0.0,,0.82,0.0,5.33,3.33,0.83,,0.0,1.0,0.67,1.33,1.0,2.0,1.0,1.0,0.08,,,,,,0
262,27510,Serkan AKKOYUN,tur,7,6,13,0.54,4.384615384615385,3.230769230769231,,,1.0,0.0,4.0,0.0,,,,,,,,0.5,,,,,1.0,,0.82,2.0,5.0,4.0,0.8,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.08,,,,,,0
263,22630,Tynar SHARSHENBEKOV,kgz,5,6,11,0.45,5.636363636363637,5.818181818181817,,2.0,3.0,0.67,2.5,4.0,,,,,0.0,,0.0,0.0,,,0.0,,0.0,0.0,0.82,0.0,7.0,2.5,0.83,,0.0,,0.0,0.0,1.0,2.0,0.5,0.5,0.08,,,,0.5,,0
264,23565,Mindaugas VENCKAITIS,ltu,6,11,17,0.35,3.176470588235294,3.294117647058824,0.78,2.0,2.0,1.0,1.75,2.0,,,,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.81,0.0,3.75,1.75,1.0,,0.0,1.0,0.5,1.0,1.0,1.0,0.5,0.5,0.06,,,,0.38,0.4125,0
265,22617,Kerem KAMAL,tur,61,14,75,0.81,6.4,2.746666666666667,0.74,48.0,78.0,0.62,3.61,2.25,,,,,0.48,,0.58,0.39,0.69,0.2,1.0,0.0,0.61,0.76,0.81,0.55,6.5,3.61,0.76,1.0,0.55,0.57,0.53,1.16,0.62,1.44,0.7,1.14,0.56,0.54,0.33,0.46,0.34,0.6475,0
266,22711,Mihail KAJAIA,srb,15,13,28,0.54,2.928571428571429,2.892857142857143,,,,,2.0,0.0,,,,,0.29,,0.0,0.17,0.5,,0.0,,0.0,0.66,0.81,0.0,3.33,2.0,1.0,,0.0,1.0,1.0,2.0,1.0,2.67,1.33,1.33,0.28,,0.69,,0.5,,0
267,22363,Nova Ilona BERGMAN,swe,5,7,12,0.42,3.666666666666667,5.583333333333333,,3.0,4.0,0.75,3.0,8.0,,,0.75,3.0,,,,0.2,0.0,0.0,,,0.33,,0.81,0.0,8.0,3.0,0.75,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0
268,22676,Burhan AKBUDAK,tur,40,16,56,0.71,5.892857142857143,2.25,0.71,3.0,5.0,0.6,3.25,1.0,,,,,0.55,,0.84,0.31,0.67,,0.0,0.0,0.0,0.6,0.81,0.88,5.25,3.25,0.84,1.0,1.0,0.82,1.13,2.25,0.83,2.5,1.25,1.5,0.46,0.29,0.47,0.64,0.5,0.6325000000000001,0
269,28184,Yuki TAKAHASHI,jpn,12,3,15,0.8,6.466666666666667,3.733333333333333,,1.0,3.0,1.0,4.0,1.0,1.0,1.0,,,,,,0.2,0.5,,,,0.0,,0.81,0.0,7.67,4.33,0.81,,0.0,1.0,2.0,4.0,1.0,4.0,2.0,2.0,0.6,0.0,,,,,0
270,22638,Mohammadreza Abdolhamid GERAEI,iri,32,9,41,0.78,6.097560975609756,3.097560975609756,0.54,40.0,65.0,0.62,3.03,3.55,,,,,0.29,,0.82,0.21,0.48,0.2,0.43,0.0,0.19,0.87,0.81,0.16,6.58,3.03,0.8,1.0,0.16,0.75,0.16,0.32,0.88,0.84,0.39,0.45,0.58,0.17,0.8,0.7,0.25,0.555,1
271,28995,Islambek DADOV,aze,4,6,10,0.4,4.8,3.8,,1.0,2.0,0.5,2.67,1.33,,,,,,,,0.23,,0.0,,,0.25,,0.81,0.0,5.0,2.67,0.89,,0.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.29,0.68,,,,,0
272,25671,Zhan BELENIUK,ukr,28,4,32,0.88,4.6875,1.28125,0.0,6.0,7.0,0.86,2.47,0.95,,,,,0.29,,0.57,0.23,1.0,,0.0,0.0,0.67,0.77,0.81,0.05,4.47,2.47,0.92,1.0,0.05,0.92,1.21,2.42,0.92,2.53,1.26,1.37,0.53,0.26,0.52,0.67,0.5,0.4075,1
273,27512,Aivengo RIKADZE,geo,21,12,33,0.64,4.454545454545455,2.151515151515151,,3.0,7.0,0.43,4.67,1.67,,,,,,,,0.43,1.0,,,0.0,,,0.81,1.67,6.33,4.67,0.7,1.0,2.0,0.0,0.0,0.0,0.33,0.67,0.33,1.0,0.28,,,0.0,,,0
274,26223,Teimuraz VANISHVILI,geo,14,10,24,0.58,5.083333333333333,4.708333333333333,,1.0,3.0,0.33,4.0,4.0,,,,,,,,0.5,0.86,0.0,,0.0,0.0,,0.81,1.0,8.0,4.0,0.67,1.0,1.0,,0.0,0.0,1.0,2.0,1.0,1.0,0.64,0.29,,0.67,,,0
275,30234,Shamil Letkaevitch OZHAEV,rus,8,2,10,0.8,5.4,1.3,,1.0,1.0,1.0,2.0,2.0,,,,,,,,0.0,,,,,,,0.8,0.0,3.0,2.0,1.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.08,,,,,,0
276,23340,Dalton James ROBERTS,usa,9,8,17,0.53,4.941176470588236,3.647058823529412,0.96,1.0,1.0,1.0,1.75,1.0,,,,,1.0,,0.0,0.2,0.33,0.0,,,0.0,0.81,0.8,0.0,3.25,1.75,1.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.47,0.0,0.96,0.72,0.5,0.8075,0
277,25056,Magomed MUKHTAROV,ain,3,1,4,0.75,8.0,3.75,,,,,2.0,0.0,,,,,0.0,,0.0,0.0,0.0,,,0.0,,0.0,0.8,0.0,3.0,2.0,1.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.08,,,,0.5,,0
278,29399,Burak DEMIR,ger,1,3,4,0.25,2.25,6.0,,1.0,1.0,1.0,2.0,2.0,,,,,,,,0.5,1.0,,,0.0,,,0.8,0.5,2.5,2.0,1.0,1.0,0.5,,0.0,0.0,,0.0,0.0,0.0,0.63,0.5,,0.79,,,0
279,26881,Andrii TERZI,ukr,1,1,2,0.5,6.5,2.5,,,,,2.0,0.0,,,,,,,,0.0,0.0,,,,,,0.8,1.0,3.0,2.0,1.0,1.0,1.0,,0.0,0.0,1.0,2.0,1.0,1.0,0.52,0.0,,,,,0
280,22727,Yui SUSAKI,jpn,34,0,34,1.0,8.676470588235295,0.2352941176470588,,2.0,4.0,0.5,3.5,2.0,1.0,0.5,,,,,,0.75,1.0,,,,,,0.8,0.5,6.0,3.5,0.78,1.0,0.5,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.55,0.87,,0.28,,,0
281,30194,Iwan NYLYPIUK,pol,2,5,7,0.29,2.285714285714286,4.857142857142857,,,,,2.0,0.0,,,,,,,,0.38,,,,0.0,0.0,,0.8,0.0,3.0,2.0,1.0,,0.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.08,,,,,,0
282,25562,Fei PENG,chn,6,9,15,0.4,2.8,3.666666666666667,,,,,2.0,0.0,,,,,0.55,,0.0,0.33,0.0,,,,,0.0,0.8,0.0,3.0,2.0,1.0,,0.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.08,,,,0.5,,0
283,22660,Akzhol MAKHMUDOV,kgz,39,3,42,0.93,6.714285714285714,1.547619047619048,0.47,39.0,63.0,0.62,3.4,4.37,,,,,0.55,,0.0,0.41,0.73,,1.0,0.0,0.83,0.0,0.8,0.33,7.4,3.4,0.74,0.83,0.37,0.93,0.43,0.87,0.93,0.93,0.47,0.5,0.42,0.68,,0.67,0.36,0.56,1
284,22550,Vasyl MYKHAILOV,ukr,35,14,49,0.71,6.285714285714286,3.326530612244898,0.82,7.0,13.0,0.54,4.0,3.5,6.0,0.55,0.5,1.0,0.95,,0.71,0.83,1.0,,,,,0.88,0.8,0.25,7.75,4.0,0.67,1.0,0.25,0.75,1.5,3.0,0.8,4.0,2.0,2.5,0.5,1.0,0.65,0.66,0.0,0.7675,0
285,23366,Per Anders KURE,nor,9,18,27,0.33,3.296296296296296,4.925925925925926,0.9,1.0,1.0,1.0,2.0,2.0,,,,,0.75,,0.0,0.5,0.5,,,,,0.0,0.8,0.0,3.0,2.0,1.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.08,,,,0.5,0.6325000000000001,0
286,20408,Armin Mehdi HABIBZADEHSAROUKOLAEI,iri,6,2,8,0.75,7.875,4.25,,1.0,1.0,1.0,2.0,2.0,1.0,1.0,,,,,,1.0,1.0,,,,,,0.8,0.0,3.0,2.0,1.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.59,1.0,,0.87,,,0
287,27063,Tarek Mohamed ABDELSLAM SHEBLE MOHAMED,bul,10,7,17,0.59,2.823529411764706,3.411764705882353,,,,,2.0,0.0,,,,,,,,0.5,0.5,,,,,,0.8,0.0,3.0,2.0,1.0,,0.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.08,,,,,,0
288,30543,Nikolay Ivov DZEZOV,bul,1,3,4,0.25,3.5,7.5,,,,,2.0,0.0,,,,,,,,0.17,0.33,,,,0.0,,0.8,0.0,3.0,2.0,1.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.08,,,,,,0
289,21791,Ellis E. COLEMAN,usa,5,4,9,0.56,5.666666666666666,3.666666666666667,,,,,2.0,0.0,,,,,,,,0.25,1.0,,,,0.0,,0.8,0.0,3.0,2.0,1.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.36,0.0,,,,,0
290,20761,Osman GOCEN,tur,21,13,34,0.62,6.735294117647058,5.823529411764706,0.31,29.0,65.0,0.45,3.67,2.0,11.0,0.31,0.17,1.0,0.41,,0.74,0.33,0.56,0.0,,0.0,0.0,0.94,0.8,0.17,6.67,3.67,0.74,1.0,0.17,0.93,0.9,1.8,0.95,2.6,1.3,1.37,0.58,0.31,0.78,0.31,0.17,0.525,1
291,22142,Zolt ZONAI,srb,4,5,9,0.44,2.777777777777778,4.222222222222222,,,,,2.0,0.0,,,,,,,,0.33,1.0,,,,0.33,,0.8,0.0,3.0,2.0,1.0,,0.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.08,,,,,,0
292,22764,Koumba LARROQUE,fra,16,5,21,0.76,5.428571428571429,2.142857142857143,,1.0,1.0,1.0,2.0,2.0,,,,,,,,0.5,1.0,,,,,,0.8,0.0,3.0,2.0,1.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.08,,,,,,0
293,22195,Bagrati GAGNIDZE,geo,16,4,20,0.8,6.35,3.8,,1.0,1.0,1.0,2.0,2.0,1.0,1.0,,,,,,0.82,1.0,,,0.0,,,0.8,1.0,3.0,2.0,1.0,1.0,1.0,,0.0,0.0,,0.0,0.0,0.0,0.55,0.9,,,,,0
294,21574,Mihai Radu MIHUT,rou,28,27,55,0.51,4.545454545454546,4.090909090909091,0.24,9.0,18.0,0.5,2.67,0.85,,,,,0.0,,0.54,0.09,0.4,0.0,0.0,0.0,0.0,0.57,0.8,0.3,4.3,2.67,0.9,1.0,0.33,0.95,0.61,1.09,0.96,1.39,0.76,0.79,0.45,0.03,0.0,0.0,0.38,0.3725,1
295,22437,Ziya BABASHOV,aze,8,11,19,0.42,3.789473684210527,2.842105263157895,,,,,2.0,0.0,,,,,0.0,,0.62,0.0,,,,,,0.81,0.8,0.0,3.0,2.0,1.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.47,0.0,0.9,,0.0,,0
296,30771,Guesseppe Ricardo REA VILLARROEL,ecu,1,6,7,0.14,2.0,8.142857142857144,,1.0,1.0,1.0,2.0,1.0,,,,,,,,0.14,0.25,,,,0.0,,0.8,0.0,3.0,2.0,1.0,,0.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,,,,,,0
297,25621,Austin Klee GOMEZ,mex,1,2,3,0.33,3.666666666666667,9.33333333333333,,,,,2.0,0.0,,,,,0.08,,0.84,0.13,0.25,,0.0,,0.0,0.0,0.8,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.28,0.43,,,0.0,,0
298,22586,Magomedkhan Magomedovitch MAGOMEDOV,aze,7,1,8,0.88,8.875,4.5,,14.0,20.0,0.7,2.88,4.75,4.0,0.67,0.57,4.0,,,,0.38,0.63,,,0.0,0.33,,0.8,0.25,6.88,2.88,0.79,1.0,0.25,1.0,0.13,0.25,1.0,0.25,0.13,0.13,0.01,,,,,,1
299,23883,Mohamed Ibrahim Elsayed ELSAYED,egy,7,3,10,0.7,6.1,4.2,0.0,,2.0,0.0,5.0,0.0,,,,,0.0,,0.91,0.0,,0.0,0.0,0.0,0.0,0.88,0.8,0.0,7.0,5.0,0.63,,0.0,1.0,1.0,2.0,1.0,4.0,2.0,2.0,0.69,0.0,0.54,0.0,0.5,0.3725,0
300,28767,Kristian FRIS,srb,3,2,5,0.6,5.2,3.6,,1.0,1.0,1.0,3.0,2.0,,,,,,,,0.0,0.0,0.0,,0.0,,,0.8,0.0,5.0,3.0,0.86,,0.0,0.67,1.0,2.0,0.67,2.0,1.0,1.5,0.08,,,,,,0
301,22621,Haithem Mahmoud Ahmed Fahmy MAHMOUD,egy,22,10,32,0.69,5.46875,3.4375,,1.0,1.0,1.0,1.67,1.33,,,,,0.0,,0.0,0.14,,0.0,0.0,0.0,0.22,0.0,0.8,0.33,3.67,1.67,1.0,1.0,0.33,1.0,0.33,1.33,1.0,1.33,0.33,0.33,0.0,,,,0.0,,0
302,21540,Taimuraz FRIEV NASKIDAEVA,esp,15,11,26,0.58,4.923076923076923,3.653846153846154,,2.0,5.0,0.4,4.0,1.5,,,0.33,1.0,,,,0.29,0.25,,,,1.0,,0.78,0.5,6.0,4.0,0.73,1.0,0.5,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.59,0.43,,0.79,,,0
303,22506,Rei HIGUCHI,jpn,17,2,19,0.89,8.789473684210526,2.421052631578948,0.64,36.0,102.0,0.35,4.94,4.44,31.0,0.35,0.4,2.0,0.63,,0.54,0.52,0.86,0.0,1.0,0.0,0.33,0.81,0.78,0.22,9.67,4.94,0.53,1.0,0.22,0.74,1.44,2.89,0.76,3.11,1.56,2.06,0.4,0.0,0.0,0.0,0.1,0.6125,1
304,22688,Ali CENGIZ,tur,34,14,48,0.71,4.270833333333333,2.791666666666667,0.4,15.0,25.0,0.6,2.9,1.23,,,,,0.57,,0.0,0.4,0.72,0.0,0.63,0.0,0.5,0.0,0.78,0.44,4.79,2.9,0.86,1.0,0.46,0.75,0.23,0.46,0.8,0.62,0.31,0.38,0.07,,,,0.47,0.4550000000000001,1
305,21654,Mariya STADNIK,aze,33,6,39,0.85,8.512820512820513,2.0,0.42,42.0,148.0,0.28,4.84,3.19,21.0,0.23,0.4,10.0,0.85,,0.9,0.69,0.91,,0.0,0.0,0.0,0.94,0.78,0.66,9.09,4.84,0.55,1.0,0.66,0.71,1.25,2.44,0.73,2.69,1.38,1.88,0.56,0.78,0.3,0.11,0.17,0.6525,1
306,20280,Mykhailo VYSHNYVETSKYI,ukr,29,12,41,0.71,4.682926829268292,3.585365853658537,0.75,36.0,42.0,0.86,2.0,2.98,,,,,0.02,,0.54,0.12,0.3,0.0,0.0,0.0,0.05,0.75,0.78,0.15,4.63,2.0,0.93,1.0,0.15,1.0,0.24,0.49,1.0,0.54,0.27,0.27,0.45,0.05,0.65,0.63,0.32,0.5,0
